volunteer,track,date,time,sky,rain,latitude,longitude,closest trap/tracking tunnel,band,new bands,age,sex,# mealworms given,# fed to partner/nestlings/fledglings,# consumed,# cached,interaction,other animal sighting/s,"notes, other activity",trap,lat,lng,aka
rachel w,Highbury Fling,2023-05-03,12:55,Overcast,None,,,61-62,WM-WR,,,,,,,,Known territory,,Appeared together by the track. GR hanging back a bit but no squabbling going on,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-03,12:55,Overcast,None,,,61-62,WM-GR,,,,,,,,Known territory,,Appeared together by the track. GR hanging back a bit but no squabbling going on,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2023-05-05,16:15,Overcast,Light,,,58,RG-WM,,,,,,,,Known territory,Unbanded titipounamu pair,"Appeared out of nowhere. Quiet, followed me for a bit.",58,-41.30154391398336,174.75075768904915,
rachel w,Highbury Fling,2023-05-06,13:10,Overcast,None,,,81,GM-WY,,,,,,,,Known territory,Titipounamu heard above,Along stream above Clinical 81,81,,,
rachel w,Highbury Fling,2023-05-06,13:20,Overcast,None,,,62,WM-WR,,,,,,,,Known territory,,Chased away RY-GM,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-05-06,13:20,Overcast,None,,,62,RY-GM,,,,,,,,Known territory,Titipounamu above Secret Bath,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-05-06,14:17,Overcast,None,,,57,,,,,,,,,Call heard only,Titipounamu heard uphill from memorial bench in clearing ,Singing downhill toward lower Hoki Mai. Too wet to go down there ,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-06,14:30,Overcast,None,,,62,BR-CM,,,,,,,,Incidental,,Bathing in pool beside trail ,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-05-06,14:54,Overcast,None,,,70,,,,,,,,,None observed,Titipounamu heard downhill from trail,,70,-41.297329803730925,174.75185745955508,
melissa b,Highbury Fling,2023-05-07,10:10,Overcast,None,,,57,WM-BY,,,,,,,,Incidental,,"Popped up from the bushes, was holding right leg up against its body while perching but had both feet on ground when on trail.",57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-07,10:20,Overcast,None,,,71,,,,,,,,,Known territory,,Full song below track. Came up to investigate while I stood there,71,-41.29659211656635,174.75184288801293,
melissa b,Highbury Fling,2023-05-07,10:30,Overcast,None,,,61,WM-WR,,,,,,,,Known territory,,Approached me as I was waiting near the stream. Friendly as usual.,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2023-05-07,10:30,Overcast,None,,,61,BG-WM,,,,,,,,Incidental,,"Approached silently, seemed interested in seeing where WM-WR went.",61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-07,10:30,Overcast,None,,,63,WM-RR,,,,,,,,Known territory,,Beside track on the downhill,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-05-07,10:37,Overcast,None,,,61,,,,,,,,,Call heard only,,Singing from downhill,61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2023-05-07,11:20,Overcast,None,,,68,GM-Y?,,,,,,,,Incidental,,"Confident of GM and Y bands, but couldn't see other band. Came from downhill, alarm called and continued uphill. Not interested in me.",68,-41.29740398706121,174.75138937022044,
melissa b,Highbury Fling,2023-05-07,11:30,Overcast,None,,,72,,,,,,,,,Incidental,,Near start of Highbury Fling. Calling loudly from downhill.,72,-41.29597305203546,174.7521137833145,
rachel w,Highbury Fling,2023-05-07,12:15,Overcast,None,,,57-56,YM-OR,,,,,,,,Known territory,,Near the top of Hoki Mai today,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-07,12:49,Overcast,None,,,57,WM-BY,,,,,,,,Known territory,,Uphill above memorial seat in clearing,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-08,13:30,Overcast,None,,,60,WM-WR,,,,2,,2,,Known territory,,Burst of song from downhill of 60. Could've been a few different birds so I tapped quietly and WR appeared,60,-41.30070169356118,174.7507425715453,
rachel w,Highbury Fling,2023-05-08,13:55,Overcast,None,,,62,WM-WR,,,,,,,,Known territory,Hihi heard below 62,Someone was alarm calling from uphill of 62. Wasn't Walter as he had rejoined me and responded with a short song,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-05-08,14:00,Overcast,None,,,66,,,,,,,,,Call heard only,,Singing heard uphill between 66-65. Could be tourist or Skippy. OW hasn't been seen for a while,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2023-05-10,14:20,Overcast,None,,,63,WM-RR,,,,,,,,Known territory,Titipounamu heard above,Foraging right next to trail,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-05-10,14:30,Overcast,None,,,57,,,,,,,,,None observed,Female hihi near 58-59,,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-10,14:40,Overcast,None,,,61,RG-WM,,,,,,,,Known territory,Hihi heard toward Lone Pine,Foraging on downhill side of trail. Followed me up to trail camera,61,-41.299977561255695,174.75064038086316,
rachel w,Clinical,2023-05-11,15:30,Overcast,Showery,,,81,GM-WY,,,,,,,,Known territory,,Watching me from a branch,81,-41.29881565124148,174.75160611001144,
rachel w,Highbury Fling,2023-05-12,12:25,Overcast,None,,,61,,,,,,,,,Call heard only,,Singing downhill,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-12,,Overcast,None,,,59,RG-WM,,,,2,,2,,Known territory,,,59,-41.30113505138768,174.7504150935392,
melissa b,Highbury Fling,2023-05-12,11:15,Overcast,None,,,61,WM-WR,,,,,,,,Known territory,,"Came to say hello, no singing today.",61,-41.299977561255695,174.75064038086316,
melissa b,Highbury Fling,2023-05-12,12:10,Overcast,None,,,57,WM-BY,,,,,,,,Known territory,,Coughing. Making a strange cough noise repeatedly. No singing or calling.,57,-41.302015373577966,174.7501822420483,
rachel w,Clinical,2023-05-14,11:12,Mostly clear,None,,,87,RG-WM,,,,,,,,Known territory,,Met me right by Trap 87 on the Clinical. He seems to range from as far down the hill as 87 to Fling Trap 60-61,87,-41.30046030107812,174.75287691660583,
rachel w,Clinical,2023-05-14,11:20,Mostly clear,None,,,87,??-??,,,,,,,,Incidental,Falcon overhead,Noticed this bird quietly watching me from high up while RG was following me. Disappeared as RG got closer. Could see bands but not the colours. Maybe GG?,87,-41.30046030107812,174.75287691660583,
rachel w,Highbury Fling,2023-05-14,12:30,Mostly clear,None,,,Hoki Mai,YM-OR,,,,,,,,Known territory,,In his usual spot at the very bottom of Hoki Mai,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-14,14:00,Mostly clear,None,,,61,WM-WR,,,,,,,,Known territory,"Female hihi (banded), ruru being mobbed by tauhou, grey warblers and the hihi",Joined me off-trail up the hill above 60-61,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-16,13:30,Partly cloudy,None,,,,,,,,,,,,None observed,Titipounamu above 61,Call heard in distance far up the hill from 61,,,,
rachel w,Highbury Fling,2023-05-17,13:10,Mostly clear,None,,,64,,,,,,,,,None observed,,Possible toutouwai alarm calls down the hill as well as other species. Probably a ruru,64,-41.298473447882344,174.7503399587341,
camera trap 61,Highbury Fling,2023-05-17,13:12,Mostly clear,None,,,61,YY-WM,,,,,,,,Known territory,,Starts to swim but is chased away by another banded bird,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2023-05-17,13:12,Mostly clear,None,,,61,WM-??,,,,,,,,Known territory,,Chases away YY. Possible WM-WR but not easy to make out second leg,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-17,13:25,Mostly clear,None,,,57,,,,,,,,,None observed,Ruru hunting during the day,,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-17,13:59,Mostly clear,None,,,68,,,,,,,,,None observed,Titipounamu heard uphill,,68,-41.29740398706121,174.75138937022044,
camera trap 61,Highbury Fling,2023-05-18,11:45,Overcast,None,,,61,,,,,,,,,Incidental,,Has a good long swim,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2023-05-18,12:10,Overcast,None,,,61,WM-WR,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-19,14:00,Overcast,Showery,,,67,,,,,,,,,Call heard only,,Calling heard uphill but quite close to Zealandia fence. Not sure if inside or outside,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2023-05-19,14:10,Overcast,Showery,,,63,,,,,,,,,Call heard only,Hihi heard,Loud singing downhill between Clinical and The Fling,63,-41.29896942789763,174.7507283955656,
fb group member,Highbury Fling,2023-05-19,14:10,Overcast,Showery,,,63-62,WM-RR,,,,,,,,Known territory,,Seen on track and photographed by member of FB group,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-05-20,10:00,Overcast,Showery,,,66,,,,,,,,,Call heard only,Titipounamu heard,Toutouwai calling downhill and some distance away possibly WM-RR's territory,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2023-05-20,11:00,Overcast,Showery,,,Hoki Mai,WM-BY,,,,2,,1,1,Known territory,"Male Hihi (??-O), ruru dozing near 56",Appeared as I tapped halfway down Hoki Mai. Took a worm and started yelling about it. Male hihi appeared and started following him for several minutes,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-20,11:15,Overcast,Showery,,,Hoki Mai,YM-OR,,,,3,,2,1,Known territory,,Checking in on OR. Appeared quickly,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-20,12:15,Overcast,Showery,,,87,RG-WM,,,M,,,,,Known territory,,Uphill of the kaka box. Heard him singing before I saw him. Followed me until he reached the boundary with WM-WR's territory,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-05-20,12:34,Overcast,Showery,,,62,WM-WR,,,,,,,,Known territory,"Hihi, Titipounamu",Met me on the edge of RG-WM's territory as I made my way back uphill. They had a bit of a stare-off over boundary lines before he followed me up to Lone Pine,62,-41.29955626741264,174.75077038396424,
fb group member,Waimapihi Stream Loop,2023-05-20,,Overcast,Showery,,,115,?,,,,,,,,Incidental,,Reported on FB group. Will check out tomorrow,115,-41.30044531051536,174.75447652480958,
rachel w,Waimapihi Stream Loop,2023-05-21,10:30,Overcast,None,,,115,,,,,,,,,None observed,,,115,-41.30044531051536,174.75447652480958,
rachel w,Highbury Fling,2023-05-21,12:30,Overcast,None,,,55,BB-WM,,,,2,,,,Known territory,,,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-05-21,12:30,Overcast,None,,,55,BO-WM,,,,3,,,,Known territory,,,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-05-21,01:00,Overcast,None,,,Hoki Mai,YM-OR,,,,,,,,Known territory,,,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-21,01:50,Overcast,None,,,53,WM-RR,,,,,,,,Known territory,,,53,-41.30372150732203,174.75183149751493,
rachel w,Highbury Fling,2023-05-23,12:55,Mostly clear,None,,,62,WM-WR,,,,,,,,Known territory,Hihi heard downhill,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-05-23,13:19,Mostly clear,None,,,57,,,,,,,,,Call heard only,,Singing downhill toward Hoki Mai,57,-41.302015373577966,174.7501822420483,
annette h,Car Parts Ext,2023-05-24,10:00,Overcast,Showery,,,A20,WM-RB,WM-RB,,,,,,,,No-one when I searched on the way in but found these on the way out,,20,,,
annette h,Car Parts Ext,2023-05-24,10:00,Overcast,Showery,,,A20,BG-YM,,,,,,,,,No-one when I searched on the way in but found these on the way out,,20,,,
annette h,Car Parts Ext,2023-05-24,10:00,Overcast,Showery,,,A19,GY-WM,GY-WM,,,,,,,,No-one when I searched on the way in but found these on the way out,,19,,,
annette h,Car Parts Ext,2023-05-24,15:00,Overcast,Showery,,,S bend,WM-RG,WM-RG,,,,,,,,No-one when I searched on the way in but found these on the way out,,S bend,,,
melissa b,Highbury Fling,2023-05-25,09:30,Mostly clear,None,,,63,WM-RR,,,,,,,,Known territory,Titipounamu pair CC-RM and PuW-RM,Crept up on me while following titipounamu. Called loudly after I walked away.,63,-41.29896942789763,174.7507283955656,
melissa b,Highbury Fling,2023-05-25,10:30,Mostly clear,None,,,59,RG-WM,,,,,,,,Known territory,,,59,-41.30113505138768,174.7504150935392,
melissa b,Highbury Fling,2023-05-25,11:30,Mostly clear,None,,,66,GM-WY,,,F,,,,,Incidental,,With RW-GM - see below.,66,-41.29769233642708,174.7505392149956,
melissa b,Highbury Fling,2023-05-25,11:30,Mostly clear,None,,,66,RW-GM,,,M,,,,,Incidental,,"This pair both chattered to each other constantly and foraged on the ground side by side, GM-WY perched on a branch making 'buzzing' type calls, and he mounted her fleetingly. I got this on video.",66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2023-05-25,12:35,Mostly clear,None,,,53,,,,,,,,,Call heard only,Hihi heard,,53,-41.30372150732203,174.75183149751493,
rachel w,Highbury Fling,2023-05-25,13:17,Mostly clear,None,,,61,WM-WR,,,,,,,,Known territory,,Came to hang out with me while I checked camera,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-25,13:30,Mostly clear,None,,,71,,,,,,,,,None observed,"Black cat heading from George Denton park to fence. Short-hair adult male, not feral. No collar",,71,-41.29659211656635,174.75184288801293,
rachel w,Highbury Fling,2023-05-26,13:00,Partly cloudy,None,,,115,,,,,,,,,None observed,,,115,,,
rachel w,Highbury Fling,2023-05-26,13:18,Partly cloudy,None,,,Hoki Mai,YM-OR,,,,3,,,,Known territory,Hihi heard top of Hoki Mai,All quiet when I approached. Clapped a few times to see if he was around. Showed up as I was leaving area,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-26,13:30,Partly cloudy,None,,,57,,,,,5,,3,2,Incidental,,Just above clearing between Memorial Seat and Trap 57. Right next to the trail camera. May have been squabbling with OR,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-26,13:41,Partly cloudy,None,,,61,WM-WR,,,,1,,,,Known territory,Hihi heard near 63,Singing very loudly for extended length of time,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-26,13:45,Partly cloudy,None,,,61-62,YM-WPu,,,,,,,,Incidental,,Swimming in the large bath right next to the trail between 62 and 61,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-27,14:22,Overcast,Moderate,,,57,,,,,,,,,Call heard only,"Male hihi, ??-O?",Full song uphill from Hoki Mai entrance. Song got further away uphill as I listened,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-05-27,14:41,Overcast,Heavy,,,59-60,RG-WM,,,,2,,2,,Known territory,Hihi calling,Approached from uphill which was unusual. Didn't know who it was at first,59,-41.30113505138768,174.7504150935392,
melissa b,Highbury Fling,2023-05-29,11:11,Overcast,Showery,,,56,BO-WM,,,,,,,,Incidental,,"With BB-WM, birds appeared together from uphill, friendly towards eachother. Making contact calls constantly.",56,-41.30243644856764,174.7503613804481,
melissa b,Highbury Fling,2023-05-29,11:11,Overcast,Showery,,,56,BB-WM,,,,,,,,Incidental,,With BO-WM as above.,56,-41.30243644856764,174.7503613804481,
camera trap 61,Highbury Fling,2023-05-29,12:43,Overcast,Showery,,,61,,,,,,,,,Incidental,,Caught on camera at the small puddle uphill near 61,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2023-05-30,10:31,Overcast,Showery,,,61,,,,,,,,,Incidental,,Caught on camera at the small puddle uphill near 61,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-31,12:39,Mostly clear,None,,,63,WM-RR,,,,3,,2,1,Known territory,,Tapped to see if he was still around as hadn't seen for a while and he appeared pretty quickly,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-05-31,13:15,Mostly clear,None,,,61,WM-WR,,,,2,,2,,Known territory,Falcon closeby overhead,Heard singing in the area above 61. Was WM-WR,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-05-31,13:30,Mostly clear,None,,,Hoki Mai,,,,,3,,3,,Incidental,Hihi,Unbanded was hanging around YM-OR talking back and forth. Happily accepted mealworms,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-05-31,13:30,Mostly clear,None,,,Hoki Mai,YM-OR,,,,,,,,Known territory,,Singing loudly and chatting with his friend. Made no attempts to chase her away or take the mealworms I threw to her,Hoki Mai,-41.302901091488565,174.7504022194934,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,55-56,BB-WM,,,,,,,,,,"They did not chase, but didn't interact either",55,-41.30279995570507,174.75039736514165,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,55-56,BO-WM,,,,,,,,,,"They did not chase, but didn't interact either",55,-41.30279995570507,174.75039736514165,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,61,WM-RR,,,,,,,,,,Near camera stream. Did not bathe.  Searched up to the pines but no UBs around,61,-41.299977561255695,174.75064038086316,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,61,RG-WM,,,,,,,,,,Near camera stream. Did not bathe. Followed me while i searched and sang a lot. On way out followed me to 59.,61,-41.299977561255695,174.75064038086316,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,66,WM-PuY,,,,,,,,,,"No sign of GM pair, but WM-PuY appeared. I banded it 2 years ago (9/7/2021) in this very same place. Another fence-jumper for sure. Not sure whether it has been seen in  the meantime.",66,-41.29769233642708,174.7505392149956,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,61,WM-YO,,,,,,,,,,Bathing by track on way out,61,-41.299977561255695,174.75064038086316,
annette h,Highbury Fling,2023-06-01,10:30,Partly cloudy,None,,,57,,,,,,,,,,,No-one around on way in or out. Searched quite a bit above track.,57,-41.302015373577966,174.7501822420483,
